index,biome,search_term,search_url,article_link,title,abstract,confirmed_biome,title_lower,article_link_lower
6,plant,stem,https://pubmed.ncbi.nlm.nih.gov/?term=stem+plant+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/26697361/,Metagenomics study of endophytic bacteria in Aloe vera using next-generation technology,Next generation sequencing (NGS) enables rapid analysis of the composition and diversity of microbial communities in several habitats. We applied the high,plant,,https://pubmed.ncbi.nlm.nih.gov/26697361/
27,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35536051/,Variation in Root Exudate Composition Influences Soil Microbiome Membership and Function,"Root exudation is one of the primary processes that mediate interactions between plant roots, microorganisms, and the soil matrix, yet the mechanisms",soil,variation in root exudate composition influences soil microbiome membership and function,https://pubmed.ncbi.nlm.nih.gov/35536051/
0,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35184168/,Grapevine rootstock and soil microbiome interactions: Keys for a resilient viticulture,Soil microbiota has increasingly been shown to play an integral role in viticulture resilience. The emergence of new metagenomic and culturomic technologies,soil,,
8,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36632439/,Data on the temporal changes in soil properties and microbiome composition after a jet-fuel contamination during the pot and field experiments,"The soil response to a jet-fuel contamination is uncertain. In this article, original data on the influence of a jet-fuel spillage on",soil,,
11,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33013765/,Metagenomics Reveal Correlations Between Microbial Organisms in Soils and the Health of Populus euphratica,"Biological diversity plays an important role in the stability of ecosystems. The Mu Us Desert (MUD), located in Northern China, is an",soil,,https://pubmed.ncbi.nlm.nih.gov/33013765/
17,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34836555/,Leave no stone unturned: individually adapted xerotolerant Thaumarchaeota sheltered below the boulders of the Atacama Desert hyperarid core,Background: The hyperarid core of the Atacama Desert is an extremely harsh environment thought to be colonized by only a few heterotrophic,soil,,https://pubmed.ncbi.nlm.nih.gov/34836555/
2,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/25983722/,Reconstructing rare soil microbial genomes using in situ enrichments and metagenomics,"Despite extensive direct sequencing efforts and advanced analytical tools, reconstructing microbial genomes from soil using metagenomics have been challenging due to the",soil,,https://pubmed.ncbi.nlm.nih.gov/25983722/
11,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/23257911/,Metagenomic analysis of the rhizosphere soil microbiome with respect to phytic acid utilization,"While phytic acid is a major form of organic phosphate in many soils, plant utilization of phytic acid is normally limited; however,",soil,,
4,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34201731/,Climatic Zone and Soil Properties Determine the Biodiversity of the Soil Bacterial Communities Associated to Native Plants from Desert Areas of North-Central Algeria,"Algeria is the largest country in Africa characterized by semi-arid and arid sites, located in the North, and hypersaline zones in the",soil,,https://pubmed.ncbi.nlm.nih.gov/34201731/
1,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34006626/,Diverse Viruses Carrying Genes for Microbial Extremotolerance in the Atacama Desert Hyperarid Soil,Viruses play an essential role in shaping microbial community structures and serve as reservoirs for genetic diversity in many ecosystems. In hyperarid,soil,,https://pubmed.ncbi.nlm.nih.gov/34006626/
23,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35014868/,Genome-Resolved Metagenomics Reveals Distinct Phosphorus Acquisition Strategies between Soil Microbiomes,"Enhancing soil phosphate solubilization is a promising strategy for agricultural sustainability, while little is known about the mechanisms of how microorganisms cope",soil,genome-resolved metagenomics reveals distinct phosphorus acquisition strategies between soil microbiomes,https://pubmed.ncbi.nlm.nih.gov/35014868/
14,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31163637/,Effect of Long-Term Farming Practices on Agricultural Soil Microbiome Members Represented by Metagenomically Assembled Genomes (MAGs) and Their Predicted Plant-Beneficial Genes,"To follow the hypothesis that agricultural management practices affect structure and function of the soil microbiome regarding soil health and plant-beneficial traits,",soil,,
22,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35103487/,Raman-Deuterium Isotope Probing and Metagenomics Reveal the Drought Tolerance of the Soil Microbiome and Its Promotion of Plant Growth,Drought has become a major agricultural threat leading crop yield loss. Although a few species of rhizobacteria have the ability to promote,soil,raman-deuterium isotope probing and metagenomics reveal the drought tolerance of the soil microbiome and its promotion of plant growth,https://pubmed.ncbi.nlm.nih.gov/35103487/
19,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/28885183/,From Microscopy to Genomic Approach in Soil Biodiversity Assessment,"Soil biota represents a major component of the earth's biodiversity and for over 200 years, the microscopy approach was the only way",soil,,
14,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/26484162/,"Metagenomic sequence of saline desert microbiota from wild ass sanctuary, Little Rann of Kutch, Gujarat, India","We report Metagenome from the saline desert soil sample of Little Rann of Kutch, Gujarat State, India. Metagenome consisted of 633,760 sequences",soil,,https://pubmed.ncbi.nlm.nih.gov/26484162/
15,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34996363/,Metagenomic analysis of rhizosphere microbiome provides insights into occurrence of iron deficiency chlorosis in field of Asian pears,"Background: Fe-deficiency chlorosis (FDC) of Asian pear plants is widespread, but little is known about the association between the microbial communities in",soil,,
30,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36691096/,Leveraging microbiome rediversification for the ecological rescue of soil function,Background: Global biodiversity losses threaten ecosystem services and can impact important functional insurance in a changing world. Microbial diversity and function can,soil,leveraging microbiome rediversification for the ecological rescue of soil function,https://pubmed.ncbi.nlm.nih.gov/36691096/
2,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/32636252/,Deconstructing the Soil Microbiome into Reduced-Complexity Functional Modules,"The soil microbiome represents one of the most complex microbial communities on the planet, encompassing thousands of taxa and metabolic pathways, rendering",soil,,
13,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/22885757/,Abiotic factors shape microbial diversity in Sonoran Desert soils,"High-throughput, culture-independent surveys of bacterial and archaeal communities in soil have illuminated the importance of both edaphic and biotic influences on microbial",soil,,https://pubmed.ncbi.nlm.nih.gov/22885757/
10,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33975936/,Manure Microbial Communities and Resistance Profiles Reconfigure after Transition to Manure Pits and Differ from Those in Fertilized Field Soil,"In agricultural settings, microbes and antimicrobial resistance genes (ARGs) have the potential to be transferred across diverse environments and ecosystems. The consequences",soil,,
18,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/27450246/,Water management impacts rice methylmercury and the soil microbiome,Rice farmers are pressured to grow rice using less water. The impacts of water-saving rice cultivation methods on rice methylmercury concentrations are,soil,,
3,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35366565/,The influence of Bt cotton cultivation on the structure and functions of the soil bacterial community by soil metagenomics,"Bt cotton successfully controlled major devastating pests in cotton，such as Helicoverpa armigera and Spodoptera exigua, and led to a drastic decrease in",soil,,
6,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34065975/,Microbial Hotspots in Lithic Microhabitats Inferred from DNA Fractionation and Metagenomics in the Atacama Desert,"The existence of microbial activity hotspots in temperate regions of Earth is driven by soil heterogeneities, especially the temporal and spatial availability",soil,,https://pubmed.ncbi.nlm.nih.gov/34065975/
35,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34943176/,Soil Rehabilitation Promotes Resilient Microbiome with Enriched Keystone Taxa than Agricultural Infestation in Barren Soils on the Loess Plateau,"Drylands provide crucial ecosystem and economic services across the globe. In barren drylands, keystone taxa drive microbial structure and functioning in soil",soil,soil rehabilitation promotes resilient microbiome with enriched keystone taxa than agricultural infestation in barren soils on the loess plateau,https://pubmed.ncbi.nlm.nih.gov/34943176/
4,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35112151/,Unboxing the black box-one step forward to understand the soil microbiome: A systematic review,"Soil is one of the most important assets of the planet Earth, responsible for maintaining the biodiversity and managing the ecosystem services",soil,,
19,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35852333/,Adaptation to Environmental Extremes Structures Functional Traits in Biological Soil Crust and Hypolithic Microbial Communities,"Biological soil crusts (biocrusts) are widespread in drylands and deserts. At the microhabitat scale, they also host hypolithic communities that live under",soil,,https://pubmed.ncbi.nlm.nih.gov/35852333/
16,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35933499/,Atmospheric chemosynthesis is phylogenetically and geographically widespread and contributes significantly to carbon fixation throughout cold deserts,"Cold desert soil microbiomes thrive despite severe moisture and nutrient limitations. In Eastern Antarctic soils, bacterial primary production is supported by trace",soil,,https://pubmed.ncbi.nlm.nih.gov/35933499/
6,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33736375/,Targeted metagenomics reveals inferior resilience of farm soil resistome compared to soil microbiome after manure application,Application of animal manure to soils results in the introduction of manure-derived bacteria and their antimicrobial resistance genes (ARGs) into soils. ResCap,soil,,
15,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/29961874/,Global Ramifications of Dust and Sandstorm Microbiota,"Dust and sandstorm events inject substantial quantities of foreign microorganisms into global ecosystems, with the ability to impact distant environments. The majority",soil,,https://pubmed.ncbi.nlm.nih.gov/29961874/
37,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/30709420/,The occurrence of potato common scab correlates with the community composition and function of the geocaulosphere soil microbiome,Background: Soil microorganisms can mediate the occurrence of plant diseases. Potato common scab (CS) is a refractory disease caused by pathogenic Streptomyces,soil,the occurrence of potato common scab correlates with the community composition and function of the geocaulosphere soil microbiome,https://pubmed.ncbi.nlm.nih.gov/30709420/
12,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33051582/,Life-history strategies of soil microbial communities in an arid ecosystem,The overwhelming taxonomic diversity and metabolic complexity of microorganisms can be simplified by a life-history classification; copiotrophs grow faster and rely on,soil,,https://pubmed.ncbi.nlm.nih.gov/33051582/
17,soil,field,https://pubmed.ncbi.nlm.nih.gov/?term=field+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31890785/,Soil microbiome dataset from Guanica dry forest in Puerto Rico generated by shotgun sequencing,"Guanica dry forest (GDF), located in the southwest area or region of Puerto Rico, is among the most preserved subtropical dry forests",soil,,
36,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33122409/,Metagenomes and Metatranscriptomes of a Glucose-Amended Agricultural Soil,"The addition of glucose to soil has long been used to study the metabolic activity of microbes in soil; however, the response",soil,metagenomes and metatranscriptomes of a glucose-amended agricultural soil,https://pubmed.ncbi.nlm.nih.gov/33122409/
28,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33672037/,Gentamicin Adsorption onto Soil Particles Prevents Overall Short-Term Effects on the Soil Microbiome and Resistome,"Antibiotics used in agriculture may reach the environment and stimulate the development and dissemination of antibiotic resistance in the soil microbiome. However,",soil,gentamicin adsorption onto soil particles prevents overall short-term effects on the soil microbiome and resistome,https://pubmed.ncbi.nlm.nih.gov/33672037/
33,soil,agricultural,https://pubmed.ncbi.nlm.nih.gov/?term=agricultural+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32111593/,Metagenomics-Guided Discovery of Potential Bacterial Metallothionein Genes from the Soil Microbiome That Confer Cu and/or Cd Resistance,"Metallothionein (MT) genes are valuable genetic materials for developing metal bioremediation tools. Currently, a limited number of prokaryotic MTs have been experimentally",soil,metagenomics-guided discovery of potential bacterial metallothionein genes from the soil microbiome that confer cu and/or cd resistance,https://pubmed.ncbi.nlm.nih.gov/32111593/
17,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/32947654/,Revealing antimicrobial resistance in stormwater with MinION,"Discharge of urban stormwater containing organic matter, heavy metals and sometime human feces, to the natural aquatic reservoirs without any treatment is",water,,
0,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33902743/,The microbiome of the Black Sea water column analyzed by shotgun and genome centric metagenomics,"Background: The Black Sea is the largest brackish water body in the world, although it is connected to the Mediterranean Sea and",water,,https://pubmed.ncbi.nlm.nih.gov/33902743/
12,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35027090/,Sulfate-dependant microbially induced corrosion of mild steel in the deep sea: a 10-year microbiome study,"Background: Metal corrosion in seawater has been extensively studied in surface and shallow waters. However, infrastructure is increasingly being installed in deep-sea",water,,https://pubmed.ncbi.nlm.nih.gov/35027090/
11,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/28677326/,Microbial community analysis of the hypersaline water of the Dead Sea using high-throughput amplicon sequencing,Amplicon sequencing using next-generation technology (bTEFAP® ) has been utilized in describing the diversity of Dead Sea microbiota. The investigated area is,water,,https://pubmed.ncbi.nlm.nih.gov/28677326/
10,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34225233/,Impact of sulfamethoxazole on a riverine microbiome,The continued emergence of bacterial pathogens presenting antimicrobial resistance is widely recognised as a global health threat and recent attention focused on,water,,
8,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35906296/,Why the ocean virome matters,"Expeditions are delivering data wealth about our planet’s oceans, including its microbes. Some labs are now diving deep into the ocean virome.",water,,https://pubmed.ncbi.nlm.nih.gov/35906296/
3,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/25999513/,Ocean plankton. Structure and function of the global ocean microbiome,"Microbes are dominant drivers of biogeochemical processes, yet drawing a global picture of functional diversity, microbial community structure, and their ecological determinants",water,,https://pubmed.ncbi.nlm.nih.gov/25999513/
14,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31940838/,Urbanization and Waterborne Pathogen Emergence in Low-Income Countries: Where and How to Conduct Surveys?,"A major forthcoming sanitary issue concerns the apparition and spreading of drug-resistant microorganisms, potentially threatening millions of humans. In low-income countries, polluted",water,,
22,water,brine,https://pubmed.ncbi.nlm.nih.gov/?term=brine+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/28454706/,"Microbial diversity of the hypersaline and lithium-rich Salar de Uyuni, Bolivia","Salar de Uyuni, situated in the Southwest of the Bolivian Altiplano, is the largest salt flat on Earth. Brines of this athalassohaline",water,,https://pubmed.ncbi.nlm.nih.gov/28454706/
11,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33218999/,Taxonomic and Functional Shifts in the Sprout Spent Irrigation Water Microbiome in Response to Salmonella Contamination of Alfalfa Seeds,"Despite recent advances in Salmonella-sprout research, little is known about the relationship between Salmonella and the sprout microbiome during sprouting. Sprout spent",water,,
1,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35726918/,Microbiome Analysis for Wastewater Surveillance during COVID-19,"Wastewater surveillance (WS), when coupled with advanced molecular techniques, offers near real-time monitoring of community-wide transmission of SARS-CoV-2 and allows assessing and",water,,
6,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/31139160/,The Water Microbiome Through a Pilot Scale Advanced Treatment Facility for Direct Potable Reuse,"Advanced treatment facilities for potable water reuse of wastewater are designed to achieve high removal levels of specific pathogens, as well as",water,,
18,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36060745/,Hormetic effect of 17α-ethynylestradiol on activated sludge microbial community response,Synthetic estrogen analogues are among the most potent estrogenic contaminants in effluents from wastewater treatment plants. Although its effects have been well,water,,
19,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36111782/,Mobilome-driven segregation of the resistome in biological wastewater treatment,Biological wastewater treatment plants (BWWTP) are considered to be hotspots for the evolution and subsequent spread of antimicrobial resistance (AMR). Mobile genetic,water,,
7,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/31757984/,"Qualitative microbiome profiling along a wastewater system in Kampala, Uganda","Kampala, the capital city of Uganda, is rapidly expanding without adequate wastewater treatment facilities to accommodate the current estimated population of 1.68",water,,
15,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35759608/,Demonstrating a Comprehensive Wastewater-Based Surveillance Approach That Differentiates Globally Sourced Resistomes,"Wastewater-based surveillance (WBS) for disease monitoring is highly promising but requires consistent methodologies that incorporate predetermined objectives, targets, and metrics. Herein, we",water,,
13,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36045433/,Extra benefit of microalgae in raw piggery wastewater treatment: pathogen reduction,"Background: Monitoring microbial communities especially focused on pathogens in newly developed wastewater treatment systems is recommended for public health. Thus, we investigated",water,,
2,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35495647/,Metagenomics Insights Into the Microbial Diversity and Microbiome Network Analysis on the Heterogeneity of Influent to Effluent Water,"Sanitizing the water sources of local communities is important to control the spread of microbial resistance genes, especially those for water-borne illnesses.",water,,
3,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30416489/,Characterization of the Microbiome at the World's Largest Potable Water Reuse Facility,"Conventional water resources are not sufficient in many regions to meet the needs of growing populations. Due to cyclical weather cycles, drought,",water,,
18,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/36207335/,Size-fractionated microbiome observed during an eight-month long sampling in Jiaozhou Bay and the Yellow Sea,Jiaozhou Bay is a typical semi-enclosed bay with a temperate climate imposed by strong anthropogenic influence. To investigate microbial biodiversity and ecosystem,water,,https://pubmed.ncbi.nlm.nih.gov/36207335/
4,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34325201/,Metagenomics of wastewater phageome identifies an extensively cored antibiotic resistome in a swine feedlot water treatment environment,"Huge number of antibiotic resistance genes (ARGs) have been widely detected in phage genomes from anthropogenic environment or animal farms, whereas little",water,,
17,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/37047466/,The Landscape of Global Ocean Microbiome: From Bacterioplankton to Biofilms,"The development of metagenomics has opened up a new era in the study of marine microbiota, which play important roles in biogeochemical",water,,https://pubmed.ncbi.nlm.nih.gov/37047466/
7,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/29187708/,Library Construction from Subnanogram DNA for Pelagic Sea Water and Deep-Sea Sediments,"Shotgun metagenomics is a low biased technology for assessing environmental microbial diversity and function. However, the requirement for a sufficient amount of",water,,https://pubmed.ncbi.nlm.nih.gov/29187708/
20,water,brine,https://pubmed.ncbi.nlm.nih.gov/?term=brine+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/35034639/,Microbial colonization and persistence in deep fractured shales is guided by metabolic exchanges and viral predation,Background: Microbial colonization of subsurface shales following hydraulic fracturing offers the opportunity to study coupled biotic and abiotic factors that impact microbial,water,,https://pubmed.ncbi.nlm.nih.gov/35034639/
4,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30154496/,In situ development of a methanotrophic microbiome in deep-sea sediments,Emission of the greenhouse gas methane from the seabed is globally controlled by marine aerobic and anaerobic methanotrophs gaining energy via methane,water,,https://pubmed.ncbi.nlm.nih.gov/30154496/
17,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/37152760/,"New insight into the microbiome, resistome, and mobilome on the dental waste water in the context of heavy metal environment","Object: Hospital sewage have been associated with incorporation of antibiotic resistance genes (ARGs) and mobile genetic elements (MGEs) into microbes, which is",water,,
9,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36222702/,"Distributional Pattern of Bacteria, Protists, and Diatoms in Ocean according to Water Depth in the Northern South China Sea",Ocean microbiomes provide insightful details about the condition of water and the global impact of marine ecosystems. A fine-scale analysis of ocean,water,,https://pubmed.ncbi.nlm.nih.gov/36222702/
8,water,wastewater,https://pubmed.ncbi.nlm.nih.gov/?term=wastewater+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/29269503/,Metagenomics Reveals the Impact of Wastewater Treatment Plants on the Dispersal of Microorganisms and Genes in Aquatic Sediments,"Wastewater treatment plants (WWTPs) release treated effluent containing mobile genetic elements (MGEs), antibiotic resistance genes (ARGs), and microorganisms into the environment, yet",water,,
2,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33305509/,Epipelagic microbiome of the Small Aral Sea: Metagenomic structure and ecological diversity,Microbial diversity studies regarding the aquatic communities that experienced or are experiencing environmental problems are essential for the comprehension of the remediation,water,,https://pubmed.ncbi.nlm.nih.gov/33305509/
