latitude,longitude,place_name
70.10956667,-143.4271833,"North Slope, Alaska, United States"
70.11623333,-143.3786833,"North Slope, Alaska, United States"
70.06601667,-143.1903833,"North Slope, Alaska, United States"
70.08808333,-143.0904333,"North Slope, Alaska, United States"
70.15658333,-143.5843833,"North Slope, Alaska, United States"
70.15336667,-143.53165,"North Slope, Alaska, United States"
70.08625,-143.6303333,"North Slope, Alaska, United States"
70.1008,-143.5782333,"North Slope, Alaska, United States"
70.11846667,-143.5696333,"North Slope, Alaska, United States"
70.10415,-143.1274333,"North Slope, Alaska, United States"
70.08713333,-143.0547167,"North Slope, Alaska, United States"
69.95895,-142.49365,"North Slope, Alaska, United States"
69.9478,-142.4402333,"North Slope, Alaska, United States"
69.8633,-142.1862333,"North Slope, Alaska, United States"
69.87835,-142.2384667,"North Slope, Alaska, United States"
69.8984,-142.3113333,"North Slope, Alaska, United States"
70.05937,-145.56938,"North Slope, Alaska, United States"
70.07857,-145.55806,"North Slope, Alaska, United States"
70.07585,-145.54176,"North Slope, Alaska, United States"
70.07575,-145.52902,"North Slope, Alaska, United States"
70.05573,-144.12226,"North Slope, Alaska, United States"
70.07966,-144.00086,"North Slope, Alaska, United States"
70.05617,-144.14119,"North Slope, Alaska, United States"
70.07584,-144.08354,"North Slope, Alaska, United States"
70.05575,-144.14807,"North Slope, Alaska, United States"
69.6344,-141.2669333,"North Slope, Alaska, United States"
69.6598,-141.3395167,"North Slope, Alaska, United States"
69.6828,-141.4133667,"North Slope, Alaska, United States"
69.69558333,-141.3053167,"North Slope, Alaska, United States"
69.69248333,-141.2540167,"North Slope, Alaska, United States"
70.05536,-144.15375,"North Slope, Alaska, United States"
70.0785,-143.9608,"North Slope, Alaska, United States"
70.0791,-143.972,"North Slope, Alaska, United States"
70.08169,-144.03635,"North Slope, Alaska, United States"
70.08179,-144.02494,"North Slope, Alaska, United States"
70.081,-143.9672,"North Slope, Alaska, United States"
70.12655,-143.29222,"North Slope, Alaska, United States"
70.11955,-143.33394,"North Slope, Alaska, United States"
70.12446,-143.28983,"North Slope, Alaska, United States"
70.12479,-143.30306,"North Slope, Alaska, United States"
70.12724,-143.24116,"North Slope, Alaska, United States"
70.11958,-143.32795,"North Slope, Alaska, United States"
70.11602,-143.33897,"North Slope, Alaska, United States"
70.12815,-143.25596,"North Slope, Alaska, United States"
70.10956667,143.4271833,"Береляхский наслег, Allaikhovsky Ulus, Sakha Republic, Far Eastern Federal District, Russia"
70.08808333,143.0904333,"Береляхский наслег, Allaikhovsky Ulus, Sakha Republic, Far Eastern Federal District, Russia"
70.15336667,143.53165,"Береляхский наслег, Allaikhovsky Ulus, Sakha Republic, Far Eastern Federal District, Russia"
38.56,-76.08,"1050, Central Avenue, Cambridge, Dorchester County, Maryland, 21613, United States"
13.3289,-16.015,"Keneba, Kiang West, Mansakonko, Lower River Division, The Gambia"
51.1006881,10.45518298,"Saugrabenweg, Mülverstedt, Flarchheim, Unstrut-Hainich, Unstrut-Hainich-Kreis, Thuringia, 99991, Germany, Unstrut-Hainich"
51.10275398,10.45982592,"Pfad der Begegnung, Mülverstedt, Weberstedt, Unstrut-Hainich, Unstrut-Hainich-Kreis, Thuringia, 99991, Germany, Unstrut-Hainich"
51.26387813,10.24095787,"Kuhtrift, Forsthaus Westerwald, Wachstedt, Westerwald-Obereichsfeld, Landkreis Eichsfeld, Thuringia, 37359, Germany"
51.35579218,10.51696741,"NSG Keulaer Wald, Zweite Grundstraße, Helbedündorf, Kyffhäuserkreis, Thuringia, 99713, Germany"
32.2,31.42,
27.07,-111.24,
35.90807,-79.051266,"University of North Carolina, Weatherhill Point, Weatherhill Pointe, Weatherhill, Carrboro, Orange County, North Carolina, 27510, United States"
52.979078,-2.628828,"Old Woodhouses, Whitchurch Rural, Broughall, Shropshire, England, SY13 4AG, United Kingdom"
22.75,-158.0,
33.64613,-117.84283,"Inner Ring, University of California, Irvine, Irvine, Orange County, California, 92697, United States"
33.7,-116.3,"Vista Laguna, La Quinta, Riverside County, California, 92235, United States"
40.9,-72.7,"Northampton, Town of Southampton, Suffolk County, New York, United States"
42.7,-83.0,"13199, 25 Mile Road, Preston Corners, Shelby Charter Township, Macomb County, Michigan, 48315, United States"
-6.3,106.7,"Rawalele, Jombang, Ciputat, South Tangerang, Java, 15414, Indonesia"
57.3,-2.4,"Ury Meadows, Inverurie, Aberdeenshire, Scotland, AB51 4ZE, United Kingdom"
-33.5,151.4,"MacMasters Ridge Trail, Bensville, Gosford, Central Coast Council, New South Wales, 2251, Australia"
48.7,-122.2,"Blossom Lane, Whatcom County, Washington, 98220, United States"
41.8,-72.6,"539, Burnham Street, East Hartford, Capitol Planning Region, Connecticut, 06108, United States"
39.0,-104.7,"The Spirit Keeper Tavern, 11627, Black Forest Road, Black Forest, El Paso County, Colorado, 80908, United States"
40.6,-73.6,"Town of Hempstead, Nassau County, New York, United States"
35.6,139.7,"Kamiikedai 1-chome, Ota, Tokyo, 145-0064, Japan"
48.0,-106.8,"Valley County, Montana, United States"
51.6,-0.8,"B482, Great Marlow, Marlow Bottom, Buckinghamshire, England, SL7 3DF, United Kingdom"
41.3,-73.4,"3, Great Pasture Road, Redding, Western Connecticut Planning Region, Connecticut, 06896, United States"
40.7,-111.5,"Rambler, Park City, Summit County, Utah, 84068, United States"
37.5,-77.5,"607, Warwick Village Drive, Richmond, Virginia, 23224, United States"
51.2,-0.7,"Suffield Lane, Puttenham, Guildford, Surrey, England, GU10 1JH, United Kingdom"
40.2,-105.1,"2308, Emery Street, Longmont, Boulder County, Colorado, 80501, United States"
53.0,-122.5,"Quesnel River Pulp, 1000, Finning Road, Quesnel, Cariboo Regional District, British Columbia, V2J 6A1, Canada"
43.0,-76.0,"Cavalry Club, Armstrong Road, Town of Manlius, Onondaga County, New York, 13104, United States"
45.4,-122.9,"Southwest Munger Lane, Washington County, Oregon, United States"
39.2,-84.5,"1125, West Seymour Avenue, Finneytown, Cincinnati, Springfield Township, Hamilton County, Ohio, 45216, United States"
28.0,-82.8,"Dunedin, Pinellas County, Florida, 34698, United States"
51.9,1.0,"A120, Elmstead, Elmstead Market, Tendring, Essex, England, CO7 7AR, United Kingdom"
53.5,-1.1,"Low Ellers Junction, Short Lane, Haslam Park, Low Ellers Farm, Doncaster, South Yorkshire, England, DN4 7LH, United Kingdom"
34.8,-92.3,"Amboy, North Little Rock, Pulaski County, Arkansas, 72118, United States"
52.1,1.3,"Hasketon Road, Drybridge Hill, Woodbridge, East Suffolk, Suffolk, England, IP12 4LD, United Kingdom"
51.3,0.0,"Beddlestead Lane, Chelsham and Farleigh, Tatsfield, Tandridge, Surrey, England, CR6 9QN, United Kingdom"
47.0,-122.8,"6202, Alder Glen Drive Southeast, Forest Glen, Olympia, Thurston County, Washington, 98513, United States"
51.7,-2.9,"HMP Usk, 47, Maryport Street, Usk, Monmouthshire, Wales, NP15 1XP, United Kingdom"
56.6,-2.9,"B9127, The Grange, Inverarity, Angus, Scotland, DD8 2JP, United Kingdom"
50.8,0.5,"Bexhill-on-Sea, Rother, East Sussex, England, TN39 3JX, United Kingdom"
52.8,-3.9,"Coed Ganllwyd National Nature Reserve, Sarn Helen Trail, Ganllwyd, Gwynedd, Wales, LL40 2HP, United Kingdom"
52.7,-2.0,"Cross Keys Junction, Lower Road, Hednesford, Heath Hayes, Cannock Chase, Staffordshire, England, WS12 1NB, United Kingdom"
52.6,1.2,"Norwich Road, Hethersett, South Norfolk, Norfolk, England, NR9 3BA, United Kingdom"
52.2,0.8,"Freewood Street, Hollybush Corner, Bradfield St George, West Suffolk, Suffolk, England, IP30 0AY, United Kingdom"
51.3,-0.1,"6, Shaw Grove, London Borough of Croydon, London, Greater London, England, CR5 1EW, United Kingdom"
39.7,-75.7,"AutoZone, Capitol Trail, Choate, New Castle County, Delaware, 19711, United States"
35.9,-78.9,"Highwood Suites Extended Stay, Meredith Drive, Lowes Grove, Durham, Durham County, North Carolina, 27713, United States"
39.2,-121.0,"13086, Burma Road, Cedar Crest, Nevada County, California, 95945, United States"
40.0,-105.0,"East 168th Avenue, Center Street District (Planned), Broomfield, Colorado, 80023, United States"
41.8,-73.0,"25, Laurelwood Pond Lane, New Hartford, Northwest Hills Planning Region, 06057, United States"
33.6,-117.9,"East Ocean Front, Balboa Village, Balboa Peninsula, Newport Beach, Orange County, California, 92661, United States"
43.0,-78.7,"1050, Klein Road, Woodstream Farms, Buffalo, Erie County, New York, 14221, United States"
42.7,-83.1,"1317, Tulberry Circle, Stony Creek Ridge North, Rochester, Oakland County, Michigan, 48306, United States"
-22.8196,-47.0609,"Avenida Marechal Cândido Rondon, Barão Geraldo, Campinas, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Southeast Region, 13083-886, Brazil"
53.489606,6.139913,"Bergweg, Schiermonnikoog, Frisia, Netherlands, 9166 RE, Netherlands"
48.6127778,-4.558333333333334,"Kerazan Vihan, Corn Mikel Bras, Kerazan, Lilia, Plouguerneau, Brest, Finistère, Brittany, Metropolitan France, 29880, France"
29.60827222,102.0969139,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60806944,102.0965167,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.6077,102.0962944,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60835556,102.0965361,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60870833,102.0974056,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.61481667,102.1008806,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.61508333,102.1012278,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.61528889,102.1012306,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60675278,102.0753417,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60666944,102.07555,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60678056,102.0757361,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60696667,102.0757583,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60721389,102.0756083,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60756389,102.0756861,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60778611,102.0757639,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60797778,102.0756667,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.60799167,102.058425,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.60810833,102.0583611,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.60805833,102.0583639,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.60798611,102.0579972,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.60815,102.0578972,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.60783889,102.0571944,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.608,102.057125,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.60805556,102.0571889,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.59486667,102.0439472,"Luding County, Kardze, Sichuan, 626100, China"
29.59475278,102.0440917,"Luding County, Kardze, Sichuan, 626100, China"
29.59448611,102.0439278,"Luding County, Kardze, Sichuan, 626100, China"
29.59438333,102.0440583,"Luding County, Kardze, Sichuan, 626100, China"
29.59420833,102.0441083,"Luding County, Kardze, Sichuan, 626100, China"
29.59418333,102.0440278,"Luding County, Kardze, Sichuan, 626100, China"
29.59411111,102.0438139,"Luding County, Kardze, Sichuan, 626100, China"
29.594725,102.0441167,"Luding County, Kardze, Sichuan, 626100, China"
29.59450278,102.035875,"Luding County, Kardze, Sichuan, 626100, China"
29.59443611,102.0357306,"Luding County, Kardze, Sichuan, 626100, China"
29.59440278,102.0355111,"Luding County, Kardze, Sichuan, 626100, China"
29.59431667,102.035775,"Luding County, Kardze, Sichuan, 626100, China"
29.59365556,102.0396278,"Luding County, Kardze, Sichuan, 626100, China"
29.59385,102.0394139,"Luding County, Kardze, Sichuan, 626100, China"
29.59382222,102.0390611,"Luding County, Kardze, Sichuan, 626100, China"
29.58724167,102.0314528,"Luding County, Kardze, Sichuan, 626100, China"
29.58660556,102.0311833,"Luding County, Kardze, Sichuan, 626100, China"
29.58616389,102.0310111,"Luding County, Kardze, Sichuan, 626100, China"
29.58538333,102.0307639,"Luding County, Kardze, Sichuan, 626100, China"
29.58485556,102.02985,"Luding County, Kardze, Sichuan, China"
29.58471111,102.0295389,"Luding County, Kardze, Sichuan, China"
29.58424167,102.0290861,"Luding County, Kardze, Sichuan, China"
29.58335556,102.0272139,"Luding County, Kardze, Sichuan, China"
29.57920556,101.9958722,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.57904167,101.9960306,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.57833333,101.996,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.57818333,101.9960028,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.57819167,101.9955389,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.57759444,101.9960583,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.57752778,101.9960444,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.57235278,101.9856222,"Ganheba, Luding County, Kardze, Sichuan, China"
29.57234444,101.9849056,"Ganheba, Luding County, Kardze, Sichuan, China"
29.571625,102.010625,"Ganheba, Luding County, Kardze, Sichuan, China"
29.57203611,101.9865028,"Ganheba, Luding County, Kardze, Sichuan, China"
29.57201111,101.9868389,"Ganheba, Luding County, Kardze, Sichuan, China"
29.57226667,101.9867194,"Ganheba, Luding County, Kardze, Sichuan, China"
29.57247778,101.9873528,"Ganheba, Luding County, Kardze, Sichuan, China"
29.56076389,101.9704667,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.56034444,101.96955,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.56034167,101.9691278,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.56018333,101.9689917,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55989722,101.9688611,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55956111,101.9688,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55939444,101.9687472,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55927222,101.9687833,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55455278,101.9758611,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55432222,101.9759333,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55415833,101.9759417,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55386389,101.9760056,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55367222,101.9759889,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55351667,101.9761583,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55317778,101.9752167,"Luding County, Kardze, Sichuan, China"
29.55298611,101.9762028,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55473333,101.9736083,"Luding County, Kardze, Sichuan, China"
29.55466667,101.9735028,"Luding County, Kardze, Sichuan, China"
29.55461667,101.973275,"Luding County, Kardze, Sichuan, China"
29.55479722,101.9732861,"Luding County, Kardze, Sichuan, China"
29.55479444,101.9733306,"Luding County, Kardze, Sichuan, China"
29.55489444,101.9734167,"Luding County, Kardze, Sichuan, China"
29.55494167,101.968075,"Luding County, Kardze, Sichuan, China"
29.55504722,101.9679611,"Luding County, Kardze, Sichuan, China"
29.55503889,101.96775,"Luding County, Kardze, Sichuan, China"
29.55504444,101.9675639,"Luding County, Kardze, Sichuan, China"
29.55484167,101.9672972,"Luding County, Kardze, Sichuan, China"
29.55476667,101.9670806,"Luding County, Kardze, Sichuan, China"
29.55473333,101.9668417,"Luding County, Kardze, Sichuan, China"
29.55468889,101.9664583,"Luding County, Kardze, Sichuan, China"
29.55320278,101.9633861,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55308333,101.963375,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55306111,101.9634028,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55296944,101.9634417,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55296111,101.9635028,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55310278,101.9635778,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.55320556,101.9636833,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553425,101.9638667,"Luding County, Kardze, Sichuan, China"
49.7913,9.9534,"Rottendorfer Straße, Hubland, Frauenland, Würzburg, Bavaria, 97074, Germany"
42.88,2.66,"Roque Nègre, D 123, Padern, Narbonne, Aude, Occitania, Metropolitan France, 11350, France"
29.608272,102.096914,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.608069,102.096517,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.6077,102.096294,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.608356,102.096536,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.608708,102.097406,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.614817,102.100881,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.615083,102.101228,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.615289,102.101231,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.606753,102.075342,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.606781,102.075736,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.606967,102.075758,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.607214,102.075608,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.607564,102.075686,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.607786,102.075764,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.607978,102.075667,"Shanshuping, Luding County, Kardze, Sichuan, 626100, China"
29.607992,102.058425,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.608108,102.058361,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.608058,102.058364,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.607986,102.057997,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.60815,102.057897,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.607839,102.057194,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.608056,102.057189,"Moxi, Luding County, Kardze, Sichuan, 626100, China"
29.594867,102.043947,"Luding County, Kardze, Sichuan, 626100, China"
29.594753,102.044092,"Luding County, Kardze, Sichuan, 626100, China"
29.594486,102.043928,"Luding County, Kardze, Sichuan, 626100, China"
29.594383,102.044058,"Luding County, Kardze, Sichuan, 626100, China"
29.594208,102.044108,"Luding County, Kardze, Sichuan, 626100, China"
29.594183,102.044028,"Luding County, Kardze, Sichuan, 626100, China"
29.594111,102.043814,"Luding County, Kardze, Sichuan, 626100, China"
29.594725,102.044117,"Luding County, Kardze, Sichuan, 626100, China"
29.594503,102.035875,"Luding County, Kardze, Sichuan, 626100, China"
29.594436,102.035731,"Luding County, Kardze, Sichuan, 626100, China"
29.594403,102.035511,"Luding County, Kardze, Sichuan, 626100, China"
29.594317,102.035775,"Luding County, Kardze, Sichuan, 626100, China"
29.593656,102.039628,"Luding County, Kardze, Sichuan, 626100, China"
29.59385,102.039414,"Luding County, Kardze, Sichuan, 626100, China"
29.593822,102.039061,"Luding County, Kardze, Sichuan, 626100, China"
29.587242,102.031453,"Luding County, Kardze, Sichuan, 626100, China"
29.586164,102.031011,"Luding County, Kardze, Sichuan, 626100, China"
29.585383,102.030764,"Luding County, Kardze, Sichuan, 626100, China"
29.584856,102.02985,"Luding County, Kardze, Sichuan, China"
29.584711,102.029539,"Luding County, Kardze, Sichuan, China"
29.579206,101.995872,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.579042,101.996031,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.578333,101.996,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.578183,101.996003,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.577594,101.996058,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.577528,101.996044,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.577511,101.995758,"Hailuogou Scenic Area, Luding County, Kardze, Sichuan, 626100, China"
29.572353,101.985622,"Ganheba, Luding County, Kardze, Sichuan, China"
29.572344,101.984906,"Ganheba, Luding County, Kardze, Sichuan, China"
29.572036,101.986503,"Ganheba, Luding County, Kardze, Sichuan, China"
29.572011,101.986839,"Ganheba, Luding County, Kardze, Sichuan, China"
29.572267,101.986719,"Ganheba, Luding County, Kardze, Sichuan, China"
29.572247,101.987053,"Ganheba, Luding County, Kardze, Sichuan, China"
29.572478,101.987353,"Ganheba, Luding County, Kardze, Sichuan, China"
29.560764,101.970467,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.560344,101.96955,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.560342,101.969128,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.560183,101.968992,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.559561,101.9688,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.559394,101.968747,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.559272,101.968783,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.554553,101.975861,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.554322,101.975933,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.554158,101.975942,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553864,101.976006,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553672,101.975989,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553178,101.975217,"Luding County, Kardze, Sichuan, China"
29.552986,101.976203,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.554733,101.973608,"Luding County, Kardze, Sichuan, China"
29.554667,101.973503,"Luding County, Kardze, Sichuan, China"
29.554617,101.973275,"Luding County, Kardze, Sichuan, China"
29.554797,101.973286,"Luding County, Kardze, Sichuan, China"
29.554794,101.973331,"Luding County, Kardze, Sichuan, China"
29.554894,101.973417,"Luding County, Kardze, Sichuan, China"
29.554942,101.968075,"Luding County, Kardze, Sichuan, China"
29.555039,101.96775,"Luding County, Kardze, Sichuan, China"
29.555044,101.967564,"Luding County, Kardze, Sichuan, China"
29.554767,101.967081,"Luding County, Kardze, Sichuan, China"
29.554733,101.966842,"Luding County, Kardze, Sichuan, China"
29.554689,101.966458,"Luding County, Kardze, Sichuan, China"
29.553203,101.963386,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553083,101.963375,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553061,101.963403,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.552969,101.963442,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.552961,101.963503,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553103,101.963578,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553206,101.963683,"四号营地, Luding County, Kardze, Sichuan, 626100, China"
29.553425,101.963867,"Luding County, Kardze, Sichuan, China"
45.116177,7.742615,"Via Liguria, Pescarito, San Mauro Torinese, Torino, Piedmont, 10099, Italy"
61.5833,-4.25,
36.31666667,100.8833333,"Gonghe County, Hainan, Qinghai, 813000, China"
36.11666667,100.45,"西丽高速, Gonghe County, Hainan, Qinghai, China"
35.98333333,100.2166667,"Gonghe County, Hainan, Qinghai, China"
35.55,100.4833333,"Taxiu, Guinan County, Hainan, Qinghai, China"
35.35,100.9166667,"Böngya, Zêkog County, Huangnan, Qinghai, 811400, China"
34.85,100.8166667,"Tongde County, Hainan, Qinghai, 813200, China"
34.46666667,100.3833333,"Maqên, Golog, Qinghai, 814000, China"
34.53333333,100.2166667,"Dawu, Maqên, Golog, Qinghai, China"
34.83333333,98.96666667,"Madoi County, Golog, Qinghai, 813500, China"
34.98333333,98.56666667,"西丽高速, Madoi County, Golog, Qinghai, China"
34.85,98.45,"西宁 - 澜沧, Huangheyan, Madoi County, Golog, Qinghai, China"
33.01666667,96.91666667,"Gyêgu, Yushu City, Yushu, Qinghai, China"
32.88333333,96.73333333,"Ratö, Yushu City, Yushu, Qinghai, China"
32.58333333,96.55,"G214, Bangxiangna, Ramé, Yushu City, Yushu, Qinghai, China"
32.0,96.38333333,"G214, Nangchen County, Yushu, Qinghai, China"
33.26666667,96.35,"Gyairong, Yushu City, Yushu, Qinghai, China"
33.58333333,96.0,"Gyeljé Podrang Ké, Zhidoi County, Yushu, Qinghai, China"
33.71666667,95.86666667,"Gyeljé Podrang Ké, Zhidoi County, Yushu, Qinghai, China"
33.93333333,95.7,"G215, Drichu, Zhidoi County, Yushu, Qinghai, China"
33.96666667,96.36666667,"S308, Qumarlêb County, Yushu, Qinghai, China"
34.1,96.2,"S308, Qumarlêb County, Yushu, Qinghai, China"
33.75,97.01666667,"Chindu County, Yushu, Qinghai, China"
34.58333333,97.98333333,"西丽高速, Madoi County, Golog, Qinghai, China"
34.86666667,98.25,"Mazhali, Madoi County, Golog, Qinghai, 813500, China"
35.35,99.16666667,"Madoi County, Golog, Qinghai, 813500, China"
35.41666667,99.38333333,"Xinghai County, Hainan, Qinghai, 813300, China"
35.43333333,99.46666667,"Xinghai County, Hainan, Qinghai, 813300, China"
36.85,101.0166667,"Jintan, Haiyan County, Haibei, Qinghai, China"
36.96666667,100.9166667,"Xihai, Haiyan County, Haibei, Qinghai, China"
37.13333333,99.56666667,"Ji'ermeng, Gangca County, Haibei, Qinghai, 812300, China"
36.93333333,98.9,"Chade Expressway, Ulan County, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, 817100, China"
37.01666667,98.38333333,"Xireg, Ulan County, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, 817100, China"
37.26666667,98.38333333,"Ulan County, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, 817100, China"
37.35,97.13333333,"Dexiao Expressway, Keluke, Delingha City, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, China"
37.48333333,95.9,"Qaidam, Da Qaidam, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, 816200, China"
37.43333333,95.48333333,"Xitieshan, Da Qaidam, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, 816200, China"
35.86666667,94.5,"Golmud, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, China"
35.7,94.26666667,"Golmud, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, China"
35.5,93.85,"Qumarlêb County, Yushu, Qinghai, China"
35.31666667,93.31666667,"Qinghai-Tibet Highway, Qumarlêb County, Yushu, Qinghai, China"
35.11666667,93.03333333,"Qinghai-Tibet Highway, Zokya, Zhidoi County, Yushu, Qinghai, China"
34.93333333,92.93333333,"Zokya, Zhidoi County, Yushu, Qinghai, China"
34.36666667,92.61666667,"Zokya, Zhidoi County, Yushu, Qinghai, China"
33.95,92.35,"Qinghai-Tibet Highway, 拉智村, Yanshiping Town, Amdo County, Nagqu City, Qinghai, China"
34.11666667,92.36666667,"Qinghai-Tibet Highway, 措里玛村, Tanggulashan, Golmud, Haixi Mongol and Tibetan Autonomous Prefecture, Qinghai, China"
33.71666667,92.1,"Qinghai-Tibet Highway, Yanshiping Town, Amdo County, Nagqu City, Qinghai, China"
