index,biome,search_term,search_url,article_link,title,abstract,confirmed_biome,title_lower,article_link_lower
3,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33382948/,Exposure to soil environments during earlier life stages is distinguishable in the gut microbiome of adult mice,"Environmental exposure during earlier life stages can govern the assembly and development of gut microbiota, yet it is insufficiently understood. In this study, ex-germ-free mice were cohoused with distinct soil-microbiota (from desert, steppe, and forest) beddings within 60 days after birth and subsequently transferred to new soil beddings from 60 to 90th day. Using metagenomic shotgun sequencing, firstly, we found soil microbes from natural environments (birthplace) greatly influenced the gut community assembly in the housing experiment. About 27% microbial species and 12% functional components that associated with birthplaces at Day 60 were still discriminatory of birthplaces after transferring mice to new environments. Moreover, prior soil-exposure types are associated with the magnitude of temporal microbiome change due to environmental shifts. The appropriate soil-exposure (e.g., steppe) might help mice gut microbiome adapt to changing environments or host development. Our study demonstrated the continuous soil-exposure history earlier is associated with the gut microbiome individuality and development later.",,,https://pubmed.ncbi.nlm.nih.gov/33382948/
4,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34201731/,Climatic Zone and Soil Properties Determine the Biodiversity of the Soil Bacterial Communities Associated to Native Plants from Desert Areas of North-Central Algeria,"Algeria is the largest country in Africa characterized by semi-arid and arid sites, located in the North, and hypersaline zones in the center and South of the country. Several autochthonous plants are well known as medicinal plants, having in common tolerance to aridity, drought and salinity. In their natural environment, they live with a great amount of microbial species that altogether are indicated as plant microbiota, while the plants are now viewed as a ""holobiont"". In this work, the microbiota of the soil associated to the roots of fourteen economically relevant autochthonous plants from Algeria have been characterized by an innovative metagenomic approach with a dual purpose: (i) to deepen the knowledge of the arid and semi-arid environment and (ii) to characterize the composition of bacterial communities associated with indigenous plants with a strong economic/commercial interest, in order to make possible the improvement of their cultivation. The results presented in this work highlighted specific signatures which are mainly determined by climatic zone and soil properties more than by the plant species.",soil,,https://pubmed.ncbi.nlm.nih.gov/34201731/
5,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/23119032/,A drought resistance-promoting microbiome is selected by root system under desert farming,"Background:
        
      
      Traditional agro-systems in arid areas are a bulwark for preserving soil stability and fertility, in the sight of ""reverse desertification"". Nevertheless, the impact of desert farming practices on the diversity and abundance of the plant associated microbiome is poorly characterized, including its functional role in supporting plant development under drought stress.
    


          Methodology/principal findings:
        
      
      We assessed the structure of the microbiome associated to the drought-sensitive pepper plant (Capsicum annuum L.) cultivated in a traditional Egyptian farm, focusing on microbe contribution to a crucial ecosystem service, i.e. plant growth under water deficit. The root system was dissected by sampling root/soil with a different degree of association to the plant: the endosphere, the rhizosphere and the root surrounding soil that were compared to the uncultivated soil. Bacterial community structure and diversity, determined by using Denaturing Gradient Gel Electrophoresis, differed according to the microhabitat, indicating a selective pressure determined by the plant activity. Similarly, culturable bacteria genera showed different distribution in the three root system fractions. Bacillus spp. (68% of the isolates) were mainly recovered from the endosphere, while rhizosphere and the root surrounding soil fractions were dominated by Klebsiella spp. (61% and 44% respectively). Most of the isolates (95%) presented in vitro multiple plant growth promoting (PGP) activities and stress resistance capabilities, but their distribution was different among the root system fractions analyzed, with enhanced abilities for Bacillus and the rhizobacteria strains. We show that the C. annuum rhizosphere under desert farming enriched populations of PGP bacteria capable of enhancing plant photosynthetic activity and biomass synthesis (up to 40%) under drought stress.
    


          Conclusions/significance:
        
      
      Crop cultivation provides critical ecosystem services in arid lands with the plant root system acting as a ""resource island"" able to attract and select microbial communities endowed with multiple PGP traits that sustain plant development under water limiting conditions.",,,https://pubmed.ncbi.nlm.nih.gov/23119032/
6,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/34065975/,Microbial Hotspots in Lithic Microhabitats Inferred from DNA Fractionation and Metagenomics in the Atacama Desert,"The existence of microbial activity hotspots in temperate regions of Earth is driven by soil heterogeneities, especially the temporal and spatial availability of nutrients. Here we investigate whether microbial activity hotspots also exist in lithic microhabitats in one of the most arid regions of the world, the Atacama Desert in Chile. While previous studies evaluated the total DNA fraction to elucidate the microbial communities, we here for the first time use a DNA separation approach on lithic microhabitats, together with metagenomics and other analysis methods (i.e., ATP, PLFA, and metabolite analysis) to specifically gain insights on the living and potentially active microbial community. Our results show that hypolith colonized rocks are microbial hotspots in the desert environment. In contrast, our data do not support such a conclusion for gypsum crust and salt rock environments, because only limited microbial activity could be observed. The hypolith community is dominated by phototrophs, mostly Cyanobacteria and Chloroflexi, at both study sites. The gypsum crusts are dominated by methylotrophs and heterotrophic phototrophs, mostly Chloroflexi, and the salt rocks (halite nodules) by phototrophic and halotolerant endoliths, mostly Cyanobacteria and Archaea. The major environmental constraints in the organic-poor arid and hyperarid Atacama Desert are water availability and UV irradiation, allowing phototrophs and other extremophiles to play a key role in desert ecology.",soil,,https://pubmed.ncbi.nlm.nih.gov/34065975/
7,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/36639807/,Culturomics- and metagenomics-based insights into the microbial community and function of rhizosphere soils in Sinai desert farming systems,"Background:
        
      
      The microbiome of the Sinai Desert farming system plays an important role in the adaptive strategy of growing crops in a harsh, poly-extreme, desert environment. However, the diversity and function of microbial communities under this unfavorable moisture and nutritional conditions have not yet been investigated. Based on culturomic and metagenomic methods, we analyzed the microbial diversity and function of a total of fourteen rhizosphere soil samples (collected from twelve plants in four farms of the Sinai desert), which may provide a valuable and meaningful guidance for the design of microbial inoculants.
    


          Results:
        
      
      The results revealed a wide range of microbial taxa, including a high proportion of novel undescribed lineages. The composition of the rhizosphere microbial communities differed according to the sampling sites, despite similarities or differences in floristics. Whereas, the functional features of rhizosphere microbiomes were significantly similar in different sampling sites, although the microbial communities and the plant hosts themselves were different. Importantly, microorganisms involved in ecosystem functions are different between the sampling sites, for example nitrogen fixation was prevalent in all sample sites while microorganisms responsible for this process were different.
    


          Conclusion:
        
      
      Here, we provide the first characterization of microbial communities and functions of rhizosphere soil from the Sinai desert farming systems and highlight its unexpectedly high diversity. This study provides evidence that the key microorganisms involved in ecosystem functions are different between sampling sites with different environment conditions, emphasizing the importance of the functional microbiomes of rhizosphere microbial communities. Furthermore, we suggest that microbial inoculants to be used in future agricultural production should select microorganisms that can be involved in plant-microorganism interactions and are already adapted to a similar environmental setting.",,,https://pubmed.ncbi.nlm.nih.gov/36639807/
8,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/30369115/,Spatial Physiochemical and Metagenomic Analysis of Desert Environment,"Investigating the bacterial diversity and their metabolic capabilities are crucial for interpreting ecological patterns in desert environment, and assessing the presence of exploitable microbial resources. In this study, we evaluated the spatial heterogeneity of physico-chemical parameters, soil bacterial diversity and metabolic adaptation at meter scale. Soil samples were collected from two quadrates a desert environment (Thar Desert, India) which face hot arid climate with very little rainfall and extreme temperatures. Analysis of physico-chemical parameters and subsequent variance analysis (p-values < 0.05) revealed that sulfate, potassium and magnesium ions were the most variable between the quadrates. Microbial diversity of the two quadrates was studied using Illumina bar coded sequencing by targeting V3-V4 regions of 16S rDNA. As the results, 702504 high-quality sequence reads, assigned to 173 operationaltaxonomic units (OTUs) at species level. The most abundant phyla in both quadrates were Actinobacteria (38.72%), Proteobacteria (32.94%), and Acidobacteria (9.24%). At genus level, Gaiellarepresented highest prevalence, followed by Streptomyces, Solirubrobacter, Aciditerrimonas, Geminicoccus, Geodermatophilus, Microvirga, and Rubrobacter. Between the quadrates, significant difference (p-values < 0.05) was found in the abundance of Aciditerrimonas, Geodermatophilus Geminicoccus, Ilumatobacter, Marmoricola, Nakamurella and Solirubrobacter. Metabolic functional mapping revealed diverse biological activities, and was significantly correlated with physico-chemical parameters. The results revealed spatial variation of ions, microbial abundance and functional attributes in the studied quadrates, and patchy nature in local scale. Interestingly, abundance ofthe biotechnologically important phylum Actinobacteria, with large proposition of unclassified speciesin the desert suggested that this arid environment is the promising site for bioprospection.",soil,,https://pubmed.ncbi.nlm.nih.gov/30369115/
9,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33863892/,Experimental parameters defining ultra-low biomass bioaerosol analysis,"Investigation of the microbial ecology of terrestrial, aquatic and atmospheric ecosystems requires specific sampling and analytical technologies, owing to vastly different biomass densities typically encountered. In particular, the ultra-low biomass nature of air presents an inherent analytical challenge that is confounded by temporal fluctuations in community structure. Our ultra-low biomass pipeline advances the field of bioaerosol research by significantly reducing sampling times from days/weeks/months to minutes/hours, while maintaining the ability to perform species-level identification through direct metagenomic sequencing. The study further addresses all experimental factors contributing to analysis outcome, such as amassment, storage and extraction, as well as factors that impact on nucleic acid analysis. Quantity and quality of nucleic acid extracts from each optimisation step are evaluated using fluorometry, qPCR and sequencing. Both metagenomics and marker gene amplification-based (16S and ITS) sequencing are assessed with regard to their taxonomic resolution and inter-comparability. The pipeline is robust across a wide range of climatic settings, ranging from arctic to desert to tropical environments. Ultimately, the pipeline can be adapted to environmental settings, such as dust and surfaces, which also require ultra-low biomass analytics.",,,https://pubmed.ncbi.nlm.nih.gov/33863892/
10,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/31184575/,"Dark, rare and inspirational microbial matter in the extremobiosphere: 16 000 m of bioprospecting campaigns","The rationale of our bioprospecting campaigns is that the extremobiosphere, particularly the deep sea and hyper-arid deserts, harbours undiscovered biodiversity that is likely to express novel chemistry and biocatalysts thereby providing opportunities for therapeutic drug and industrial process development. We have focused on actinobacteria because of their frequent role as keystone species in soil ecosystems and their unrivalled track record as a source of bioactive compounds. Population numbers and diversity of actinobacteria in the extremobiosphere are traditionally considered to be low, although they often comprise the dominant bacterial biota. Recent metagenomic evaluation of 'the uncultured microbial majority' has now revealed enormous taxonomic diversity among 'dark' and 'rare' actinobacteria in samples as diverse as sediments from the depths of the Mariana Trench and soils from the heights of the Central Andes. The application of innovative culture and screening options that emphasize rigorous dereplication at each stage of the analysis, and strain prioritization to identify 'gifted' organisms, have been deployed to detect and characterize bioactive hit compounds and sought-after catalysts from this hitherto untapped resource. The rewards include first-in-a-class chemical entities with novel modes of action, as well as a growing microbial seed bank that represents a potentially enormous source of biotechnological and therapeutic innovation.",,,https://pubmed.ncbi.nlm.nih.gov/31184575/
11,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33013765/,Metagenomics Reveal Correlations Between Microbial Organisms in Soils and the Health of Populus euphratica,"Biological diversity plays an important role in the stability of ecosystems. The Mu Us Desert (MUD), located in Northern China, is an aeolian desert. Although it has been governed by a series of ecological restoration programs, the MUD still has limited biological diversity. Populus euphratica (P. euphratica), a xerophytic plant, has great potential to improve the biological diversity of the MUD. However, the survival rate of P. euphratica in the MUD has been very low. The current study tried to explore the mechanism of the high death rate of P. euphratica in the microbiome perspective. The correlation study between soil community composition and soil properties showed that water-filled pore space (WFPS), pH, EC, AP, NO3 -, and NH4 + possess higher potential to change the bacterial community (18%) than the fungal community (9%). Principal coordinate analysis indicated that the composition of both bacteria (Proteobacteria and Bacteroidetes) and fungi (Ascomycota) in the root soil can be increased by P. euphratica. By systematically comparing between the fungal diversity in the root soil around P. euphratica and the pathogenic fungus extract from the pathogenic site of P. euphratica, we found that the high death rate of P. euphratica was associated with specific pathogenic fungus Alternaria alternate and Didymella glomerata. In addition, the microbiome composition analysis indicated that P. euphratica planting could also influence the portions of bacteria community, which also has great potential to lead to future infection. However, as the extraction and separation of bacteria from plants is challenging, the correlation between pathogenic bacteria and the high death rate of P. euphratica was not studied here and could be explored in future work.",soil,,https://pubmed.ncbi.nlm.nih.gov/33013765/
12,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/33051582/,Life-history strategies of soil microbial communities in an arid ecosystem,"The overwhelming taxonomic diversity and metabolic complexity of microorganisms can be simplified by a life-history classification; copiotrophs grow faster and rely on resource availability, whereas oligotrophs efficiently exploit resource at the expense of growth rate. Here, we hypothesize that community-level traits inferred from metagenomic data can distinguish copiotrophic and oligotrophic microbial communities. Moreover, we hypothesize that oligotrophic microbial communities harbor more unannotated genes. To test these hypotheses, we conducted metagenomic analyses of soil samples collected from copiotrophic vegetated areas and from oligotrophic bare ground devoid of vegetation in an arid-hyperarid region of the Sonoran Desert, Arizona, USA. Results supported our hypotheses, as we found that multiple ecologically informed life-history traits including average 16S ribosomal RNA gene copy number, codon usage bias in ribosomal genes and predicted maximum growth rate were higher for microbial communities in vegetated than bare soils, and that oligotrophic microbial communities in bare soils harbored a higher proportion of genes that are unavailable in public reference databases. Collectively, our work demonstrates that life-history traits can distill complex microbial communities into ecologically coherent units and highlights that oligotrophic microbial communities serve as a rich source of novel functions.",soil,,https://pubmed.ncbi.nlm.nih.gov/33051582/
13,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/22885757/,Abiotic factors shape microbial diversity in Sonoran Desert soils,"High-throughput, culture-independent surveys of bacterial and archaeal communities in soil have illuminated the importance of both edaphic and biotic influences on microbial diversity, yet few studies compare the relative importance of these factors. Here, we employ multiplexed pyrosequencing of the 16S rRNA gene to examine soil- and cactus-associated rhizosphere microbial communities of the Sonoran Desert and the artificial desert biome of the Biosphere2 research facility. The results of our replicate sampling approach show that microbial communities are shaped primarily by soil characteristics associated with geographic locations, while rhizosphere associations are secondary factors. We found little difference between rhizosphere communities of the ecologically similar saguaro (Carnegiea gigantea) and cardón (Pachycereus pringlei) cacti. Both rhizosphere and soil communities were dominated by the disproportionately abundant Crenarchaeota class Thermoprotei, which comprised 18.7% of 183,320 total pyrosequencing reads from a comparatively small number (1,337 or 3.7%) of the 36,162 total operational taxonomic units (OTUs). OTUs common to both soil and rhizosphere samples comprised the bulk of raw sequence reads, suggesting that the shared community of soil and rhizosphere microbes constitute common and abundant taxa, particularly in the bacterial phyla Proteobacteria, Actinobacteria, Planctomycetes, Firmicutes, Bacteroidetes, Chloroflexi, and Acidobacteria. The vast majority of OTUs, however, were rare and unique to either soil or rhizosphere communities and differed among locations dozens of kilometers apart. Several soil properties, particularly soil pH and carbon content, were significantly correlated with community diversity measurements. Our results highlight the importance of culture-independent approaches in surveying microbial communities of extreme environments.",soil,,https://pubmed.ncbi.nlm.nih.gov/22885757/
14,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/26484162/,"Metagenomic sequence of saline desert microbiota from wild ass sanctuary, Little Rann of Kutch, Gujarat, India","We report Metagenome from the saline desert soil sample of Little Rann of Kutch, Gujarat State, India. Metagenome consisted of 633,760 sequences with size 141,307,202 bp and 56% G + C content. Metagenome sequence data are available at EBI under EBI Metagenomics database with accession no. ERP005612. Community metagenomics revealed total 1802 species belonged to 43 different phyla with dominating Marinobacter (48.7%) and Halobacterium (4.6%) genus in bacterial and archaeal domain respectively. Remarkably, 18.2% sequences in a poorly characterized group and 4% gene for various stress responses along with versatile presence of commercial enzyme were evident in a functional metagenome analysis.",soil,,https://pubmed.ncbi.nlm.nih.gov/26484162/
15,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/29961874/,Global Ramifications of Dust and Sandstorm Microbiota,"Dust and sandstorm events inject substantial quantities of foreign microorganisms into global ecosystems, with the ability to impact distant environments. The majority of these microorganisms originate from deserts and drylands where the soil is laden with highly stress-resistant microbes capable of thriving under extreme environmental conditions, and a substantial portion of them survive long journeys through the atmosphere. This large-scale transmission of highly resilient alien microbial contaminants raises concerns with regards to the invasion of sensitive and/or pristine sink environments, and to human health-concerns exacerbated by increases in the rate of desertification. Further increases in the transport of dust-associated microbiota could extend the spread of foreign microbes to new ecosystems, increase their load in present sink environments, disrupt ecosystem balance, and potentially introduce new pathogens. Our present understanding of these microorganisms, their phylogenic affiliations and functional significance, is insufficient to determine their impact. The purpose of this review is to provide an overview of available data regarding dust and sandstorm microbiota and their potential ramifications on human and ecosystem health. We conclude by discussing current gaps in dust and sandstorm microbiota research, and the need for collaborative studies involving high-resolution meta-omic approaches in conjunction with extensive ecological time-series studies to advance the field towards an improved and sufficient understanding of these invisible atmospheric travelers and their global ramifications.",soil,,https://pubmed.ncbi.nlm.nih.gov/29961874/
16,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35933499/,Atmospheric chemosynthesis is phylogenetically and geographically widespread and contributes significantly to carbon fixation throughout cold deserts,"Cold desert soil microbiomes thrive despite severe moisture and nutrient limitations. In Eastern Antarctic soils, bacterial primary production is supported by trace gas oxidation and the light-independent RuBisCO form IE. This study aims to determine if atmospheric chemosynthesis is widespread within Antarctic, Arctic and Tibetan cold deserts, to identify the breadth of trace gas chemosynthetic taxa and to further characterize the genetic determinants of this process. H2 oxidation was ubiquitous, far exceeding rates reported to fulfill the maintenance needs of similarly structured edaphic microbiomes. Atmospheric chemosynthesis occurred globally, contributing significantly (p < 0.05) to carbon fixation in Antarctica and the high Arctic. Taxonomic and functional analyses were performed upon 18 cold desert metagenomes, 230 dereplicated medium-to-high-quality derived metagenome-assembled genomes (MAGs) and an additional 24,080 publicly available genomes. Hydrogenotrophic and carboxydotrophic growth markers were widespread. RuBisCO IE was discovered to co-occur alongside trace gas oxidation enzymes in representative Chloroflexota, Firmicutes, Deinococcota and Verrucomicrobiota genomes. We identify a novel group of high-affinity [NiFe]-hydrogenases, group 1m, through phylogenetics, gene structure analysis and homology modeling, and reveal substantial genetic diversity within RuBisCO form IE (rbcL1E), and high-affinity 1h and 1l [NiFe]-hydrogenase groups. We conclude that atmospheric chemosynthesis is a globally-distributed phenomenon, extending throughout cold deserts, with significant implications for the global carbon cycle and bacterial survival within environmental reservoirs.",soil,,https://pubmed.ncbi.nlm.nih.gov/35933499/
17,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/34836555/,Leave no stone unturned: individually adapted xerotolerant Thaumarchaeota sheltered below the boulders of the Atacama Desert hyperarid core,"Background:
        
      
      The hyperarid core of the Atacama Desert is an extremely harsh environment thought to be colonized by only a few heterotrophic bacterial species. Current concepts for understanding this extreme ecosystem are mainly based on the diversity of these few species, yet a substantial area of the Atacama Desert hyperarid topsoil is covered by expansive boulder accumulations, whose underlying microbiomes have not been investigated so far. With the hypothesis that these sheltered soils harbor uniquely adapted microbiomes, we compared metagenomes and geochemistry between soils below and beside boulders across three distantly located boulder accumulations in the Atacama Desert hyperarid core.
    


          Results:
        
      
      Genome-resolved metagenomics of eleven samples revealed substantially different microbial communities in soils below and beside boulders, despite the presence of shared species. Archaea were found in significantly higher relative abundance below the boulders across all samples within distances of up to 205 km. These key taxa belong to a novel genus of ammonia-oxidizing Thaumarchaeota, Candidatus Nitrosodeserticola. We resolved eight mid-to-high quality genomes of this genus and used comparative genomics to analyze its pangenome and site-specific adaptations. Ca. Nitrosodeserticola genomes contain genes for ammonia oxidation, the 3-hydroxypropionate/4-hydroxybutyrate carbon fixation pathway, and acetate utilization indicating a chemolithoautotrophic and mixotrophic lifestyle. They also possess the capacity for tolerating extreme environmental conditions as highlighted by the presence of genes against oxidative stress and DNA damage. Site-specific adaptations of the genomes included the presence of additional genes for heavy metal transporters, multiple types of ATP synthases, and divergent genes for aquaporins.
    


          Conclusion:
        
      
      We provide the first genomic characterization of hyperarid soil microbiomes below the boulders in the Atacama Desert, and report abundant and highly adapted Thaumarchaeaota with ammonia oxidation and carbon fixation potential. Ca. Nitrosodeserticola genomes provide the first metabolic and physiological insight into a thaumarchaeal lineage found in globally distributed terrestrial habitats characterized by various environmental stresses. We consequently expand not only the known genetic repertoire of Thaumarchaeota but also the diversity and microbiome functioning in hyperarid ecosystems. Video Abstract.",soil,,https://pubmed.ncbi.nlm.nih.gov/34836555/
18,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/30514367/,Rhizosheath microbial community assembly of sympatric desert speargrasses is independent of the plant host,"Background:
        
      
      The rhizosheath-root system is an adaptive trait of sandy-desert speargrasses in response to unfavourable moisture and nutritional conditions. Under the deserts' polyextreme conditions, plants interact with edaphic microorganisms that positively affect their fitness and resistance. However, the trophic simplicity and environmental harshness of desert ecosystems have previously been shown to strongly influence soil microbial community assembly. We hypothesize that sand-driven ecological filtering constrains the microbial recruitment processes in the speargrass rhizosheath-root niche, prevailing over the plant-induced selection.
    


          Methods:
        
      
      Bacterial and fungal communities from the rhizosheath-root compartments (endosphere root tissues, rhizosheath and rhizosphere) of three Namib Desert speargrass species (Stipagrostis sabulicola, S. seelyae and Cladoraphis spinosa) along with bulk sand have been studied to test our hypothesis. To minimize the variability determined by edaphic and climatic factors, plants living in a single dune were studied. We assessed the role of plant species vs the sandy substrate on the recruitment and selection, phylogenetic diversity and co-occurrence microbial networks of the rhizosheath-root system microbial communities.
    


          Results:
        
      
      Microorganisms associated with the speargrass rhizosheath-root system were recruited from the surrounding bulk sand population and were significantly enriched in the rhizosheath compartments (105 and 104 of bacterial 16S rRNA and fungal ITS copies per gram of sand to up to 108 and 107 copies per gram, respectively). Furthermore, each rhizosheath-root system compartment hosted a specific microbial community demonstrating strong niche-partitioning. The rhizosheath-root systems of the three speargrass species studied were dominated by desert-adapted Actinobacteria and Alphaproteobacteria (e.g. Lechevalieria, Streptomyces and Microvirga) as well as saprophytic Ascomycota fungi (e.g. Curvularia, Aspergillus and Thielavia). Our results clearly showed a random phylogenetic turnover of rhizosheath-root system associated microbial communities, independent of the plant species, where stochastic factors drive neutral assembly. Co-occurrence network analyses also indicated that the bacterial and fungal community members of the rhizosheath-root systems established a higher number of interactions than those in the barren bulk sand, suggesting that the former are more stable and functional than the latter.
    


          Conclusion:
        
      
      Our study demonstrates that the rhizosheath-root system microbial communities of desert dune speargrasses are stochastically assembled and host-independent. This finding supports the concept that the selection determined by the desert sand prevails over that imposed by the genotype of the different plant species.",,,https://pubmed.ncbi.nlm.nih.gov/30514367/
19,soil,desert,https://pubmed.ncbi.nlm.nih.gov/?term=desert+soil+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=2,https://pubmed.ncbi.nlm.nih.gov/35852333/,Adaptation to Environmental Extremes Structures Functional Traits in Biological Soil Crust and Hypolithic Microbial Communities,"Biological soil crusts (biocrusts) are widespread in drylands and deserts. At the microhabitat scale, they also host hypolithic communities that live under semitranslucent stones. Both environmental niches experience exposure to extreme conditions such as high UV radiation, desiccation, temperature fluctuations, and resource limitation. However, hypolithic communities are somewhat protected from extremes relative to biocrust communities. Conditions are otherwise similar, so comparing them can answer outstanding questions regarding adaptations to environmental extremes. Using metagenomic sequencing, we assessed the functional potential of dryland soil communities and identified the functional underpinnings of ecological niche differentiation in biocrusts versus hypoliths. We also determined the effect of the anchoring photoautotroph (moss or cyanobacteria). Genes and pathways differing in abundance between biocrusts and hypoliths indicate that biocrust communities adapt to the higher levels of UV radiation, desiccation, and temperature extremes through an increased ability to repair damaged DNA, sense and respond to environmental stimuli, and interact with other community members and the environment. Intracellular competition appears to be crucial to both communities, with biocrust communities using the Type VI Secretion System (T6SS) and hypoliths favoring a diversity of antibiotics. The dominant primary producer had a reduced effect on community functional potential compared with niche, but an abundance of genes related to monosaccharide, amino acid, and osmoprotectant uptake in moss-dominated communities indicates reliance on resources provided to heterotrophs by mosses. Our findings indicate that functional traits in dryland communities are driven by adaptations to extremes and we identify strategies that likely enable survival in dryland ecosystems. IMPORTANCE Biocrusts serve as a keystone element of desert and dryland ecosystems, stabilizing soils, retaining moisture, and serving as a carbon and nitrogen source in oligotrophic environments. Biocrusts cover approximately 12% of the Earth's terrestrial surface but are threatened by climate change and anthropogenic disturbance. Given their keystone role in ecosystem functioning, loss will have wide-spread consequences. Biocrust microbial constituents must withstand polyextreme environmental conditions including high UV exposure, desiccation, oligotrophic conditions, and temperature fluctuations over short time scales. By comparing biocrust communities with co-occurring hypolithic communities (which inhabit the ventral sides of semitranslucent stones and are buffered from environmental extremes), we identified traits that are likely key adaptations to extreme conditions. These include DNA damage repair, environmental sensing and response, and intracellular competition. Comparison of the two niches, which differ primarily in exposure levels to extreme conditions, makes this system ideal for understanding how functional traits are structured by the environment.",soil,,https://pubmed.ncbi.nlm.nih.gov/35852333/
0,water,sea,https://pubmed.ncbi.nlm.nih.gov/?term=sea+water+microbiome+metagenomics&filter=simsearch2.ffrft&size=10&page=1,https://pubmed.ncbi.nlm.nih.gov/33902743/,The microbiome of the Black Sea water column analyzed by shotgun and genome centric metagenomics,"Background:
        
      
      The Black Sea is the largest brackish water body in the world, although it is connected to the Mediterranean Sea and presents an upper water layer similar to some regions of the former, albeit with lower salinity and temperature. Despite its well-known hydrology and physicochemical features, this enormous water mass remains poorly studied at the microbial genomics level.
    


          Results:
        
      
      We have sampled its different water masses and analyzed the microbiome by shotgun and genome-resolved metagenomics, generating a large number of metagenome-assembled genomes (MAGs) from them. We found various similarities with previously described Black Sea metagenomic datasets, that show remarkable stability in its microbiome. Our datasets are also comparable to other marine anoxic water columns like the Cariaco Basin. The oxic zone resembles to standard marine (e.g. Mediterranean) photic zones, with Cyanobacteria (Synechococcus but a conspicuously absent Prochlorococcus), and photoheterotrophs domination (largely again with marine relatives). The chemocline presents very different characteristics from the oxic surface with many examples of chemolithotrophic metabolism (Thioglobus) and facultatively anaerobic microbes. The euxinic anaerobic zone presents, as expected, features in common with the bottom of meromictic lakes with a massive dominance of sulfate reduction as energy-generating metabolism, a few (but detectable) methanogenesis marker genes, and a large number of ""dark matter"" streamlined genomes of largely unpredictable ecology.
    


          Conclusions:
        
      
      The Black Sea oxic zone presents many similarities to the global ocean while the redoxcline and euxinic water masses have similarities to other similar aquatic environments of marine (Cariaco Basin or other Black Sea regions) or freshwater (meromictic monimolimnion strata) origin. The MAG collection represents very well the different types of metabolisms expected in this kind of environment. We are adding critical information about this unique and important ecosystem and its microbiome.",water,,https://pubmed.ncbi.nlm.nih.gov/33902743/
