Term IRI	Term label	Parent term IRI	Parent term label	Alternative term	Definition
http://purl.obolibrary.org/obo/CHEBI_24836	inorganic oxide	http://purl.obolibrary.org/obo/CHEBI_25741	oxide		
http://purl.obolibrary.org/obo/CHEBI_36871	inorganic radical	http://purl.obolibrary.org/obo/CHEBI_26519	radical		
http://purl.obolibrary.org/obo/CHEBI_33260	elemental hydrogen	http://purl.obolibrary.org/obo/CHEBI_33608	hydrogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33242	inorganic hydride	http://purl.obolibrary.org/obo/CHEBI_33692	hydrides		
http://purl.obolibrary.org/obo/CHEBI_33262	elemental oxygen	http://purl.obolibrary.org/obo/CHEBI_33259	elemental molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33465	elemental pnictogen	http://purl.obolibrary.org/obo/CHEBI_33302	pnictogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33628	elemental aluminium	http://purl.obolibrary.org/obo/CHEBI_33620	aluminium molecular entity		
http://purl.obolibrary.org/obo/CHEBI_38702	inorganic sodium salt	http://purl.obolibrary.org/obo/CHEBI_26714	sodium salt		
http://purl.obolibrary.org/obo/CHEBI_24840	inorganic sulfate salt	http://purl.obolibrary.org/obo/CHEBI_35175	sulfate salt		
http://purl.obolibrary.org/obo/CHEBI_51084	inorganic nitrate salt	http://purl.obolibrary.org/obo/CHEBI_51082	nitrate salt		
http://purl.obolibrary.org/obo/CHEBI_36093	inorganic chloride	http://purl.obolibrary.org/obo/CHEBI_23114	chloride salt		
http://purl.obolibrary.org/obo/CHEBI_190295	inorganic calcium salt	http://purl.obolibrary.org/obo/CHEBI_167164	mineral nutrient		
http://purl.obolibrary.org/obo/CHEBI_33958	halide salt	http://purl.obolibrary.org/obo/CHEBI_37578	halide		
http://purl.obolibrary.org/obo/CHEBI_35175	sulfate salt	http://purl.obolibrary.org/obo/CHEBI_26820	sulfates		
http://purl.obolibrary.org/obo/CHEBI_35479	alkali metal salt	http://purl.obolibrary.org/obo/CHEBI_33296	alkali metal molecular entity		
http://purl.obolibrary.org/obo/CHEBI_46718	sulfide salt	http://purl.obolibrary.org/obo/CHEBI_24866	salt		
http://purl.obolibrary.org/obo/CHEBI_36364	alkaline earth salt	http://purl.obolibrary.org/obo/CHEBI_33299	alkaline earth molecular entity		
http://purl.obolibrary.org/obo/CHEBI_51082	nitrate salt	http://purl.obolibrary.org/obo/CHEBI_24866	salt		
http://purl.obolibrary.org/obo/CHEBI_23906	monoatomic cation	http://purl.obolibrary.org/obo/CHEBI_36916	cation		
http://purl.obolibrary.org/obo/CHEBI_24867	monoatomic ion	http://purl.obolibrary.org/obo/CHEBI_33238	monoatomic entity		
http://purl.obolibrary.org/obo/CHEBI_25699	organic ion	http://purl.obolibrary.org/obo/CHEBI_50860	organic molecular entity		
http://purl.obolibrary.org/obo/CHEBI_36875	radical ion	http://purl.obolibrary.org/obo/CHEBI_26519	radical		
http://purl.obolibrary.org/obo/CHEBI_33976	magnesium coordination entity	http://purl.obolibrary.org/obo/CHEBI_35217	alkaline earth coordination entity		
http://purl.obolibrary.org/obo/CHEBI_63062	aluminium cation	http://purl.obolibrary.org/obo/CHEBI_60272	aluminium ion		
http://purl.obolibrary.org/obo/CHEBI_25111	magnesium porphyrin	http://purl.obolibrary.org/obo/CHEBI_38251	magnesium tetrapyrrole		
http://purl.obolibrary.org/obo/CHEBI_27153	monoatomic trication	http://purl.obolibrary.org/obo/CHEBI_64712	trivalent inorganic cation		
http://purl.obolibrary.org/obo/CHEBI_36934	nitrogen-15 atom	http://purl.obolibrary.org/obo/CHEBI_25555	nitrogen atom		
http://purl.obolibrary.org/obo/CHEBI_24473	halogen	http://purl.obolibrary.org/obo/CHEBI_33560	p-block element atom		
http://purl.obolibrary.org/obo/CHEBI_25555	nitrogen atom	http://purl.obolibrary.org/obo/CHEBI_33300	pnictogen		
http://purl.obolibrary.org/obo/CHEBI_25805	oxygen atom	http://purl.obolibrary.org/obo/CHEBI_33303	chalcogen		
http://purl.obolibrary.org/obo/CHEBI_27560	boron atom	http://purl.obolibrary.org/obo/CHEBI_137980	metalloid atom		
http://purl.obolibrary.org/obo/CHEBI_27573	silicon atom	http://purl.obolibrary.org/obo/CHEBI_137980	metalloid atom		
http://purl.obolibrary.org/obo/CHEBI_27594	carbon atom	http://purl.obolibrary.org/obo/CHEBI_33306	carbon group element atom		
http://purl.obolibrary.org/obo/CHEBI_28659	phosphorus atom	http://purl.obolibrary.org/obo/CHEBI_33300	pnictogen		
http://purl.obolibrary.org/obo/CHEBI_33309	noble gas atom	http://purl.obolibrary.org/obo/CHEBI_138675	gas molecular entity		
http://purl.obolibrary.org/obo/CHEBI_26833	sulfur atom	http://purl.obolibrary.org/obo/CHEBI_33303	chalcogen		
http://purl.obolibrary.org/obo/CHEBI_36389	saturated organic heteromonocyclic parent	http://purl.obolibrary.org/obo/CHEBI_36388	saturated organic heterocyclic parent		
http://purl.obolibrary.org/obo/CHEBI_46926	dioxanes	http://purl.obolibrary.org/obo/CHEBI_38104	oxacycle		
http://purl.obolibrary.org/obo/CHEBI_25697	organic cation	http://purl.obolibrary.org/obo/CHEBI_36916	cation		
http://purl.obolibrary.org/obo/CHEBI_23014	carbon oxide	http://purl.obolibrary.org/obo/CHEBI_36963	organooxygen compound		
http://purl.obolibrary.org/obo/CHEBI_25703	organic phosphate	http://purl.obolibrary.org/obo/CHEBI_26020	phosphate		
http://purl.obolibrary.org/obo/CHEBI_25701	organic oxide	http://purl.obolibrary.org/obo/CHEBI_72695	organic molecule		
http://purl.obolibrary.org/obo/CHEBI_25940	peroxides	http://purl.obolibrary.org/obo/CHEBI_25741	oxide		
http://purl.obolibrary.org/obo/CHEBI_26523	reactive oxygen species	http://purl.obolibrary.org/obo/CHEBI_25806	oxygen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_26562	ribose phosphate	http://purl.obolibrary.org/obo/CHEBI_25900	aldopentose phosphate		
http://purl.obolibrary.org/obo/CHEBI_24837	inorganic peroxide	http://purl.obolibrary.org/obo/CHEBI_24836	inorganic oxide		
http://purl.obolibrary.org/obo/CHEBI_25710	organophosphorus compound	http://purl.obolibrary.org/obo/CHEBI_33285	heteroorganic entity		
http://purl.obolibrary.org/obo/CHEBI_36360	phosphorus oxoacids and derivatives	http://purl.obolibrary.org/obo/CHEBI_26082	phosphorus molecular entity		
http://purl.obolibrary.org/obo/CHEBI_37349	phosphorus oxide	http://purl.obolibrary.org/obo/CHEBI_26082	phosphorus molecular entity		
http://purl.obolibrary.org/obo/CHEBI_26986	threonine	http://purl.obolibrary.org/obo/CHEBI_38263	2-amino-3-hydroxybutanoic acid		
http://purl.obolibrary.org/obo/CHEBI_53387	poly(hydroxyalkanoate)	http://purl.obolibrary.org/obo/CHEBI_26178	polyester macromolecule		
http://purl.obolibrary.org/obo/CHEBI_25216	metalloporphyrin	http://purl.obolibrary.org/obo/CHEBI_33909	metallotetrapyrrole		
http://purl.obolibrary.org/obo/CHEBI_26284	propane-1,2-diols	http://purl.obolibrary.org/obo/CHEBI_26288	propanediol		
http://purl.obolibrary.org/obo/CHEBI_26398	purine ribonucleoside triphosphate	http://purl.obolibrary.org/obo/CHEBI_17972	ribonucleoside triphosphate		
http://purl.obolibrary.org/obo/CHEBI_61292	guanyl nucleotide	http://purl.obolibrary.org/obo/CHEBI_26395	purine nucleotide		
http://purl.obolibrary.org/obo/CHEBI_61293	adenyl nucleotide	http://purl.obolibrary.org/obo/CHEBI_26395	purine nucleotide		
http://purl.obolibrary.org/obo/CHEBI_61295	guanyl ribonucleotide	http://purl.obolibrary.org/obo/CHEBI_61292	guanyl nucleotide		
http://purl.obolibrary.org/obo/CHEBI_61296	adenyl ribonucleotide	http://purl.obolibrary.org/obo/CHEBI_61293	adenyl nucleotide		
http://purl.obolibrary.org/obo/CHEBI_46890	silicon hydroxide	http://purl.obolibrary.org/obo/CHEBI_26677	silicon molecular entity		
http://purl.obolibrary.org/obo/CHEBI_37190	silicon coordination entity	http://purl.obolibrary.org/obo/CHEBI_36562	main-group coordination entity		
http://purl.obolibrary.org/obo/CHEBI_33327	silicon oxide	http://purl.obolibrary.org/obo/CHEBI_24836	inorganic oxide		
http://purl.obolibrary.org/obo/CHEBI_26714	sodium salt	http://purl.obolibrary.org/obo/CHEBI_35479	alkali metal salt		
http://purl.obolibrary.org/obo/CHEBI_26935	tetraterpenoid	http://purl.obolibrary.org/obo/CHEBI_26873	terpenoid		
http://purl.obolibrary.org/obo/CHEBI_36309	cyclic tetrapyrrole	http://purl.obolibrary.org/obo/CHEBI_47882	cyclic polypyrrole		
http://purl.obolibrary.org/obo/CHEBI_23044	carotenoid	http://purl.obolibrary.org/obo/CHEBI_26935	tetraterpenoid		
http://purl.obolibrary.org/obo/CHEBI_23043	epoxycarotenoid	http://purl.obolibrary.org/obo/CHEBI_32955	epoxide		
http://purl.obolibrary.org/obo/CHEBI_23045	carotenol	http://purl.obolibrary.org/obo/CHEBI_27325	xanthophyll		
http://purl.obolibrary.org/obo/CHEBI_36927	carbon-14 atom	http://purl.obolibrary.org/obo/CHEBI_27594	carbon atom		
http://purl.obolibrary.org/obo/CHEBI_36928	carbon-13 atom	http://purl.obolibrary.org/obo/CHEBI_27594	carbon atom		
http://purl.obolibrary.org/obo/CHEBI_60926	amino monosaccharide	http://purl.obolibrary.org/obo/CHEBI_28963	amino sugar		
http://purl.obolibrary.org/obo/CHEBI_33256	primary amide	http://purl.obolibrary.org/obo/CHEBI_32988	amide		
http://purl.obolibrary.org/obo/CHEBI_33893	reagent	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_52217	pharmaceutical	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_25944	pesticide	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_35204	tracer	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_50406	probe	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_33292	fuel	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_47867	indicator	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_64047	food additive	http://purl.obolibrary.org/obo/CHEBI_78295	food component		
http://purl.obolibrary.org/obo/CHEBI_35209	label	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_76414	propellant	http://purl.obolibrary.org/obo/CHEBI_33232	application		
http://purl.obolibrary.org/obo/CHEBI_49987	monoatomic krypton	http://purl.obolibrary.org/obo/CHEBI_49986	elemental krypton		
http://purl.obolibrary.org/obo/CHEBI_49990	monoatomic argon	http://purl.obolibrary.org/obo/CHEBI_49991	elemental argon		
http://purl.obolibrary.org/obo/CHEBI_49994	monoatomic neon	http://purl.obolibrary.org/obo/CHEBI_49995	elemental neon		
http://purl.obolibrary.org/obo/CHEBI_33251	monoatomic hydrogen	http://purl.obolibrary.org/obo/CHEBI_33260	elemental hydrogen		
http://purl.obolibrary.org/obo/CHEBI_33315	monoatomic helium	http://purl.obolibrary.org/obo/CHEBI_33680	elemental helium		
http://purl.obolibrary.org/obo/CHEBI_33627	monoatomic aluminium	http://purl.obolibrary.org/obo/CHEBI_33628	elemental aluminium		
http://purl.obolibrary.org/obo/CHEBI_33433	monoatomic halogen	http://purl.obolibrary.org/obo/CHEBI_33238	monoatomic entity		
http://purl.obolibrary.org/obo/CHEBI_33861	transition element coordination entity	http://purl.obolibrary.org/obo/CHEBI_33497	transition element molecular entity		
http://purl.obolibrary.org/obo/CHEBI_36562	main-group coordination entity	http://purl.obolibrary.org/obo/CHEBI_33579	main group molecular entity		
http://purl.obolibrary.org/obo/CHEBI_24632	hydrocarbon	http://purl.obolibrary.org/obo/CHEBI_33245	organic fundamental parent		
http://purl.obolibrary.org/obo/CHEBI_35552	heterocyclic organic fundamental parent	http://purl.obolibrary.org/obo/CHEBI_33245	organic fundamental parent		
http://purl.obolibrary.org/obo/CHEBI_22323	alkyl group	http://purl.obolibrary.org/obo/CHEBI_33248	hydrocarbyl group		
http://purl.obolibrary.org/obo/CHEBI_25585	nonmetal atom	http://purl.obolibrary.org/obo/CHEBI_33250	atom		
http://purl.obolibrary.org/obo/CHEBI_33559	s-block element atom	http://purl.obolibrary.org/obo/CHEBI_33250	atom		
http://purl.obolibrary.org/obo/CHEBI_24636	proton	http://purl.obolibrary.org/obo/CHEBI_15378	hydron		
http://purl.obolibrary.org/obo/CHEBI_30222	neutron	http://purl.obolibrary.org/obo/CHEBI_33253	nucleon		
http://purl.obolibrary.org/obo/CHEBI_33238	monoatomic entity	http://purl.obolibrary.org/obo/CHEBI_33259	elemental molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33415	elemental carbon	http://purl.obolibrary.org/obo/CHEBI_50860	organic molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33434	elemental halogen	http://purl.obolibrary.org/obo/CHEBI_33259	elemental molecular entity		
http://purl.obolibrary.org/obo/CHEBI_25812	ozone	http://purl.obolibrary.org/obo/CHEBI_138675	gas molecular entity		
http://purl.obolibrary.org/obo/CHEBI_25512	neurotransmitter	http://purl.obolibrary.org/obo/CHEBI_33280	molecular messenger		
http://purl.obolibrary.org/obo/CHEBI_62488	signalling molecule	http://purl.obolibrary.org/obo/CHEBI_33280	molecular messenger		
http://purl.obolibrary.org/obo/CHEBI_17792	organohalogen compound	http://purl.obolibrary.org/obo/CHEBI_37578	halide		
http://purl.obolibrary.org/obo/CHEBI_35352	organonitrogen compound	http://purl.obolibrary.org/obo/CHEBI_51143	nitrogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_26217	potassium molecular entity	http://purl.obolibrary.org/obo/CHEBI_33296	alkali metal molecular entity		
http://purl.obolibrary.org/obo/CHEBI_26712	sodium molecular entity	http://purl.obolibrary.org/obo/CHEBI_33296	alkali metal molecular entity		
http://purl.obolibrary.org/obo/CHEBI_22985	calcium molecular entity	http://purl.obolibrary.org/obo/CHEBI_33299	alkaline earth molecular entity		
http://purl.obolibrary.org/obo/CHEBI_25108	magnesium molecular entity	http://purl.obolibrary.org/obo/CHEBI_33299	alkaline earth molecular entity		
http://purl.obolibrary.org/obo/CHEBI_37133	barium molecular entity	http://purl.obolibrary.org/obo/CHEBI_33299	alkaline earth molecular entity		
http://purl.obolibrary.org/obo/CHEBI_35217	alkaline earth coordination entity	http://purl.obolibrary.org/obo/CHEBI_36562	main-group coordination entity		
http://purl.obolibrary.org/obo/CHEBI_27563	arsenic atom	http://purl.obolibrary.org/obo/CHEBI_137980	metalloid atom		
http://purl.obolibrary.org/obo/CHEBI_30513	antimony atom	http://purl.obolibrary.org/obo/CHEBI_137980	metalloid atom		
http://purl.obolibrary.org/obo/CHEBI_22632	arsenic molecular entity	http://purl.obolibrary.org/obo/CHEBI_33302	pnictogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_26082	phosphorus molecular entity	http://purl.obolibrary.org/obo/CHEBI_33302	pnictogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_51143	nitrogen molecular entity	http://purl.obolibrary.org/obo/CHEBI_33302	pnictogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33459	pnictogen oxoanion	http://purl.obolibrary.org/obo/CHEBI_35406	oxoanion		
http://purl.obolibrary.org/obo/CHEBI_35881	pnictogen hydride	http://purl.obolibrary.org/obo/CHEBI_33242	inorganic hydride		
http://purl.obolibrary.org/obo/CHEBI_25806	oxygen molecular entity	http://purl.obolibrary.org/obo/CHEBI_33304	chalcogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_36902	chalcogen hydride	http://purl.obolibrary.org/obo/CHEBI_33242	inorganic hydride		
http://purl.obolibrary.org/obo/CHEBI_26835	sulfur molecular entity	http://purl.obolibrary.org/obo/CHEBI_33304	chalcogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_25016	lead atom	http://purl.obolibrary.org/obo/CHEBI_33521	metal atom		
http://purl.obolibrary.org/obo/CHEBI_27007	tin atom	http://purl.obolibrary.org/obo/CHEBI_33521	metal atom		
http://purl.obolibrary.org/obo/CHEBI_22313	alkaline earth metal atom	http://purl.obolibrary.org/obo/CHEBI_33559	s-block element atom		
http://purl.obolibrary.org/obo/CHEBI_22314	alkali metal atom	http://purl.obolibrary.org/obo/CHEBI_33559	s-block element atom		
http://purl.obolibrary.org/obo/CHEBI_26675	silicic acid	http://purl.obolibrary.org/obo/CHEBI_33328	silicon oxoacid		
http://purl.obolibrary.org/obo/CHEBI_22977	cadmium atom	http://purl.obolibrary.org/obo/CHEBI_33340	zinc group element atom		
http://purl.obolibrary.org/obo/CHEBI_27363	zinc atom	http://purl.obolibrary.org/obo/CHEBI_33340	zinc group element atom		
http://purl.obolibrary.org/obo/CHEBI_88184	metal allergen	http://purl.obolibrary.org/obo/CHEBI_33521	metal atom		
http://purl.obolibrary.org/obo/CHEBI_30217	helium atom	http://purl.obolibrary.org/obo/CHEBI_33309	noble gas atom		
http://purl.obolibrary.org/obo/CHEBI_33306	carbon group element atom	http://purl.obolibrary.org/obo/CHEBI_33560	p-block element atom		
http://purl.obolibrary.org/obo/CHEBI_49475	argon atom	http://purl.obolibrary.org/obo/CHEBI_33309	noble gas atom		
http://purl.obolibrary.org/obo/CHEBI_33317	boron group element atom	http://purl.obolibrary.org/obo/CHEBI_33560	p-block element atom		
http://purl.obolibrary.org/obo/CHEBI_33620	aluminium molecular entity	http://purl.obolibrary.org/obo/CHEBI_33581	boron group molecular entity		
http://purl.obolibrary.org/obo/CHEBI_26677	silicon molecular entity	http://purl.obolibrary.org/obo/CHEBI_33582	carbon group molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33585	lead molecular entity	http://purl.obolibrary.org/obo/CHEBI_33582	carbon group molecular entity		
http://purl.obolibrary.org/obo/CHEBI_35294	carbopolycyclic compound	http://purl.obolibrary.org/obo/CHEBI_35295	homopolycyclic compound		
http://purl.obolibrary.org/obo/CHEBI_33836	benzenoid aromatic compound	http://purl.obolibrary.org/obo/CHEBI_33659	organic aromatic compound		
http://purl.obolibrary.org/obo/CHEBI_33663	cyclic hydrocarbon	http://purl.obolibrary.org/obo/CHEBI_24632	hydrocarbon		
http://purl.obolibrary.org/obo/CHEBI_33405	hydracid	http://purl.obolibrary.org/obo/CHEBI_33608	hydrogen molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33646	alkadiene	http://purl.obolibrary.org/obo/CHEBI_33645	acyclic olefin		
http://purl.obolibrary.org/obo/CHEBI_27364	zinc molecular entity	http://purl.obolibrary.org/obo/CHEBI_33673	zinc group molecular entity		
http://purl.obolibrary.org/obo/CHEBI_24471	halogen molecular entity	http://purl.obolibrary.org/obo/CHEBI_33675	p-block molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33581	boron group molecular entity	http://purl.obolibrary.org/obo/CHEBI_33675	p-block molecular entity		
http://purl.obolibrary.org/obo/CHEBI_33582	carbon group molecular entity	http://purl.obolibrary.org/obo/CHEBI_33675	p-block molecular entity		
http://purl.obolibrary.org/obo/CHEBI_23237	chromium molecular entity	http://purl.obolibrary.org/obo/CHEBI_33741	chromium group molecular entity		
http://purl.obolibrary.org/obo/CHEBI_25154	manganese molecular entity	http://purl.obolibrary.org/obo/CHEBI_33743	manganese group molecular entity		
http://purl.obolibrary.org/obo/CHEBI_24873	iron molecular entity	http://purl.obolibrary.org/obo/CHEBI_33744	iron group molecular entity		
